1439031120 0 0 1 0 0 0 0 0
1439031915 0 0 2 0 0 0 0 0
1439032053 0 0 3 0 0 0 0 0
1439032077 0 0 4 0 0 0 0 0
1439033148 0 0 5 0 0 0 0 0
1439033387 0 0 6 0 0 0 0 0
1439033542 0 0 7 0 0 0 0 0
1439033704 0 0 8 0 0 0 0 0
1439033835 0 0 9 0 0 0 0 0
1439034327 0 0 10 0 0 0 0 0
1439035641 0 0 11 0 0 0 0 0
1439558949 0 0 11 0 0 0 1 0
1439559063 0 0 11 0 0 0 2 0
1439564919 0 0 11 0 0 0 3 0
1439793918 1 0 11 0 0 0 3 0
1439798277 2 0 11 0 0 0 3 0
1439798394 3 0 11 0 0 0 3 0
1439798458 4 0 11 0 0 0 3 0
1439798498 5 0 11 0 0 0 3 0
1439818154 6 0 11 0 0 0 3 0
1439822401 6 0 11 1 0 0 3 0
1440499166 7 0 11 1 0 0 3 0
1440502080 7 0 11 2 0 0 3 0
1440503981 8 0 11 2 0 0 3 0
1440507370 9 0 11 2 0 0 3 0
1440507687 10 0 11 2 0 0 3 0
1440507753 11 0 11 2 0 0 3 0
1440508845 11 0 11 3 0 0 3 0
1440663646 11 0 11 3 1 0 3 0
1440664350 11 0 11 3 2 0 3 0
1440664684 11 0 11 3 3 0 3 0
1440664743 11 0 11 3 4 0 3 0
1440665550 11 0 11 3 5 0 3 0
1440683521 11 0 11 3 5 0 3 1
1440718403 11 0 11 4 5 0 3 1
1441029524 12 0 11 4 5 0 3 1
1441029551 13 0 11 4 5 0 3 1
1441029849 14 0 11 4 5 0 3 1
1441029971 15 0 11 4 5 0 3 1
1441030999 16 0 11 4 5 0 3 1
1441105212 16 1 11 4 5 0 3 1
1441105715 16 2 11 4 5 0 3 1
1441107547 16 3 11 4 5 0 3 1
1441107647 16 4 11 4 5 0 3 1
1441107852 16 5 11 4 5 0 3 1
1441107984 16 6 11 4 5 0 3 1
1441108274 16 7 11 4 5 0 3 1
1441108445 16 8 11 4 5 0 3 1
1441108588 16 9 11 4 5 0 3 1
1441108763 16 10 11 4 5 0 3 1
1441108910 16 11 11 4 5 0 3 1
1441109074 16 12 11 4 5 0 3 1
1441109133 16 13 11 4 5 0 3 1
1441109372 16 14 11 4 5 0 3 1
1441109443 16 15 11 4 5 0 3 1
1441110471 16 15 11 5 5 0 3 1
1441111407 16 16 11 5 5 0 3 1
1441111496 16 17 11 5 5 0 3 1
1441113256 16 18 11 5 5 0 3 1
1441113508 16 18 11 6 5 0 3 1
1441114309 16 19 11 6 5 0 3 1
1441114498 16 20 11 6 5 0 3 1
1441115299 16 21 11 6 5 0 3 1
1441115897 16 22 11 6 5 0 3 1
1441116650 16 23 11 6 5 0 3 1
1441117091 16 24 11 6 5 0 3 1
1441118239 16 25 11 6 5 0 3 1
1441119472 16 26 11 6 5 0 3 1
1441179300 16 27 11 6 5 0 3 1
1441179309 16 28 11 6 5 0 3 1
1441196289 17 28 11 6 5 0 3 1
1441196434 18 28 11 6 5 0 3 1
1441196965 19 28 11 6 5 0 3 1
1441276971 19 28 11 6 6 0 3 1
1441277529 19 28 11 6 7 0 3 1
1441277608 19 28 11 6 8 0 3 1
1441700084 20 28 11 6 8 0 3 1
1441700176 21 28 11 6 8 0 3 1
1441700206 22 28 11 6 8 0 3 1
1441700376 23 28 11 6 8 0 3 1
1441701943 24 28 11 6 8 0 3 1
1441702154 25 28 11 6 8 0 3 1
1441710790 25 28 11 7 8 0 3 1
1441714658 25 28 11 8 8 0 3 1
1441784882 25 28 11 8 8 1 3 1
1441798135 26 28 11 8 8 1 3 1
1441798350 27 28 11 8 8 1 3 1
1441883866 28 28 11 8 8 1 3 1
1441895093 28 28 11 8 8 2 3 1
1441954212 28 28 11 8 8 3 3 1
1441971983 28 28 11 8 8 4 3 1
1442211949 29 28 11 8 8 4 3 1
1442214122 29 28 11 8 8 5 3 1
1442214794 30 28 11 8 8 5 3 1
1442221311 31 28 11 8 8 5 3 1
1442228997 32 28 11 8 8 5 3 1
1442240595 32 28 11 8 8 6 3 1
1442240842 32 28 11 8 8 7 3 1
1442833650 33 28 11 8 8 7 3 1
1442836227 34 28 11 8 8 7 3 1
1442837313 35 28 11 8 8 7 3 1
