1431417238 1000 0 0 0 0
1431418066 1009 0 0 0 0
1431419049 1027 0 0 0 0
1431419581 1027 0 0 0 0
1431419613 1031 0 0 0 0
1431420615 1054 0 0 0 0
1431421371 1065 0 0 0 0
1431421937 1065 0 0 0 0
1431428746 1074 0 0 0 0
1431429740 1146 0 0 0 0
1431432589 1160 0 0 0 0
1431432631 1162 0 0 0 0
1431432670 1209 0 0 0 0
1431434268 1215 0 0 0 0
1431435107 1241 0 0 0 0
1431436373 1241 0 0 0 677
1431441181 1269 0 0 0 677
1431499104 1291 0 0 0 677
1431501551 1298 0 0 0 677
1431503853 1305 0 0 0 677
1431515899 1305 0 0 0 677
1431515955 1310 0 0 0 677
1431515986 1311 0 0 0 677
1431516107 1324 0 0 0 677
1431520448 1346 0 0 0 677
1431527097 1363 0 0 0 677
1431587800 1369 0 0 0 677
1431589420 1381 0 0 0 677
1431590422 1410 0 0 0 677
1431591046 1556 0 0 0 677
1431607602 1561 0 0 0 677
1431944769 1563 0 0 0 677
1432110410 2115 0 0 0 677
1432196308 2127 0 0 0 677
1432196342 2127 0 0 0 677
1432213650 2146 0 0 0 677
1432648527 2148 0 0 0 677
1432648592 2182 0 0 0 677
1432648621 2194 0 0 0 677
1433155800 2230 0 0 0 677
1433318293 2289 0 0 0 677
1433318406 2289 0 0 0 677
1433318550 2292 0 0 0 677
1433318659 2297 0 0 0 677
1433318731 2300 0 0 0 677
1433318819 2305 0 0 0 677
1433319344 2313 0 0 0 677
1433319420 2315 0 0 0 677
1433319802 2320 0 0 0 677
1433320465 2330 0 0 0 677
1433321026 2345 0 0 0 677
1433328667 2349 0 0 0 677
1433328787 2351 0 0 0 677
1433329760 2363 0 0 0 677
1433330375 2367 0 0 0 677
1433330423 2368 0 0 0 677
1433851915 2448 0 0 0 677
1433917410 2455 0 0 0 677
1433917571 2478 0 0 0 677
1434006269 2652 0 0 0 677
1434026464 2676 0 0 0 677
1434026507 2703 0 0 0 677
1434030132 2706 0 0 0 677
1434031925 2727 0 0 0 677
1434094247 2793 0 0 0 677
1434352240 2860 0 0 0 677
1434352334 2863 0 0 0 677
1434370383 2880 0 0 0 677
1434439825 2908 0 0 0 677
1434439952 3005 0 0 0 677
1434440098 3005 0 0 0 677
1434440436 3015 0 0 0 677
1434440776 3026 0 0 0 677
1434440802 3027 0 0 0 677
1434440985 3037 0 0 0 677
1434441791 3040 0 0 0 677
1434441830 3043 0 0 0 677
1434451424 3123 0 0 0 677
1434451445 3180 0 0 0 677
1434454730 3624 0 0 0 677
1434522933 3649 0 0 0 677
1434540609 3717 0 0 0 677
1434541292 3738 0 0 0 677
1434541517 3739 0 0 0 677
1434545585 3743 0 0 0 677
1434613214 3754 0 0 0 677
1434624418 3776 0 0 0 677
1434631208 3791 0 0 0 677
1435587619 3900 0 0 0 677
1435656179 4192 0 0 0 677
1435660658 4202 0 0 0 677
1435661147 4206 0 0 0 677
1435661565 4206 0 0 0 677
1435670886 4207 0 0 0 677
1435670931 4237 0 0 0 677
1435670993 4242 0 0 0 677
1435671116 4243 0 0 0 677
1435731192 4244 0 0 0 677
1435737510 4244 0 0 0 677
1435737642 4296 0 0 0 677
1435737963 4298 0 0 0 677
1435738735 4307 0 0 0 677
1435746641 4313 0 0 0 677
1435746824 4361 0 0 0 677
1435751250 4375 0 0 0 677
1435759653 4474 0 0 0 677
1435822975 4535 0 0 0 677
1435841966 4574 0 0 0 677
1435842012 4574 0 0 0 677
1435843755 4689 0 0 0 677
1435845132 4698 0 0 0 677
1435904770 4699 0 0 0 677
1436163943 4733 0 0 0 677
1436164324 4766 0 0 0 677
1436164570 4766 0 0 0 677
1436171292 4815 0 0 0 677
1436171646 4817 0 0 0 677
1436171682 4817 0 0 0 677
1436271207 4926 0 0 0 677
1436272443 4927 0 0 0 677
1436278089 4975 0 0 0 677
1436298988 4979 0 0 0 677
1436313643 5028 0 0 0 677
1436348459 5080 0 0 0 677
1436356483 5101 0 0 0 677
1436356508 5101 0 0 0 677
1436356925 5111 0 0 0 677
1436364979 5170 0 0 0 677
1436389723 5254 0 0 0 677
1436389750 5254 0 0 0 677
1436423186 5265 0 0 0 677
1436423771 5271 0 0 0 677
1436426158 5281 0 0 0 677
1436426199 5281 0 0 0 677
1436427734 5283 0 0 0 677
1436429650 40000 0 0 0 677
1436430513 40018 0 0 0 677
1436432865 40102 0 0 0 677
1436434018 40109 0 0 0 677
1436436178 40112 0 0 0 677
1436436335 40112 0 0 0 677
1436437654 40131 0 0 0 677
1436437796 40132 0 0 0 677
1436439045 40134 0 0 0 677
1436439745 40156 0 0 0 677
1436443979 40163 0 0 0 677
1436533803 40200 0 0 0 677
1436881810 40200 0 2 0 677
1437029035 40339 0 2 0 677
1437029079 40339 0 2 0 677
1437029109 40339 0 2 0 677
1437033335 40421 0 2 0 677
1437033382 40426 0 2 0 677
1437683407 40448 0 2 0 677
1437684458 40449 0 2 0 677
1437685020 40537 0 2 0 677
1438323571 40544 0 2 0 677
1439285310 40544 0 37 0 677
1439285333 40544 0 37 0 677
1439558323 40544 0 37 0 677
1439558351 40544 0 37 0 677
1439558440 40610 0 37 0 677
1439809099 40785 0 37 0 677
1439970988 41093 0 37 0 677
1439971055 41331 0 37 0 677
1439988900 41489 0 37 0 677
1439989278 41489 0 37 0 677
1439993866 41493 0 37 0 677
1439997402 41493 0 37 0 677
1439997512 41493 0 37 0 677
1440059816 41496 0 37 0 677
1440066338 41499 0 37 0 677
1440138921 41500 0 37 0 677
1440139024 50622 0 37 0 677
1440154235 50700 0 37 0 677
1440580605 52266 0 37 0 677
1440660892 53076 0 37 0 677
1440661112 53076 0 37 0 677
1440661525 54688 0 37 0 677
1440752834 54690 0 37 0 677
1440851208 54692 0 37 0 677
1440851250 54692 0 37 0 677
1441007169 54692 1 37 0 677
1441016055 54692 2933 37 0 677
1441016105 54692 2940 37 0 677
1441016125 54692 2940 37 0 677
1441016168 54692 2941 37 0 677
1441016239 54692 3050 37 0 677
1441016592 54694 3050 37 0 677
1441026243 54694 3108 37 0 677
1441026350 54694 3133 37 0 677
1441026410 54694 3139 37 0 677
1441026434 54694 3139 37 0 677
1441031102 54903 3139 37 0 677
1441089105 54903 3218 37 0 677
1441092136 57746 3218 37 0 677
1441092313 57746 6431 37 0 677
1441094645 57771 6431 37 0 677
1441094711 57771 6431 37 0 677
1441095932 57798 6432 37 0 677
1441198196 57884 6432 37 0 677
1441203726 57884 6495 37 0 677
1441203745 57884 6511 37 0 677
1441203874 57884 6550 37 0 677
1441204949 57884 6550 37 0 677
1441220671 58011 6550 37 0 677
1441220699 58014 6550 37 0 677
1441278059 58014 6550 37 0 677
1441278132 58014 6657 37 0 677
1441278161 58014 6743 37 0 677
1441278209 58014 6750 37 0 677
1441278246 58014 6753 37 0 677
1441279295 58133 6753 37 0 677
1441279711 58133 6753 37 0 677
1441281203 58133 6753 37 0 677
1441281399 58215 6753 37 0 677
1441281426 58215 6753 37 0 677
1441282878 58308 6753 37 0 677
1441282944 58308 6753 37 0 677
1441283887 58309 6753 37 0 677
1441284327 58310 6753 37 0 677
1441285427 61855 6753 37 0 677
