1214161401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1214162539 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
1214323805 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1
1214323853 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1
1214323865 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1
1214323892 0 0 0 0 0 5 0 0 0 0 0 0 0 0 1
1214323932 0 0 0 0 0 6 0 0 0 0 0 0 0 0 1
1214323939 0 0 0 0 0 7 0 0 0 0 0 0 0 0 1
1214324825 0 0 0 0 0 8 0 0 0 0 0 0 0 0 1
1214727008 0 0 0 0 0 9 0 0 0 0 0 0 0 0 1
1215804924 0 0 0 0 0 10 0 0 0 0 0 0 0 0 1
1221551000 0 0 0 0 0 11 0 0 0 0 0 0 0 0 1
1229873168 0 0 0 0 0 12 0 0 0 0 0 0 0 0 1
1229886183 0 0 0 0 0 13 0 0 0 0 0 0 0 0 1
1229886247 0 0 0 0 0 14 0 0 0 0 0 0 0 0 1
1229888371 0 0 0 0 0 15 0 0 0 0 0 0 0 0 1
1230900675 0 0 0 0 0 16 0 0 0 0 0 0 0 0 1
1242977019 0 0 0 0 0 17 0 0 0 0 0 0 0 0 1
1242977030 0 0 0 0 0 18 0 0 0 0 0 0 0 0 1
1263517105 0 1 0 0 0 18 0 0 0 0 0 0 0 0 1
1289836864 0 2 0 0 0 18 0 0 0 0 0 0 0 0 1
1289837401 0 3 0 0 0 18 0 0 0 0 0 0 0 0 1
1290083960 0 4 0 0 0 18 0 0 0 0 0 0 0 0 1
1290084032 0 5 0 0 0 18 0 0 0 0 0 0 0 0 1
1290084041 0 6 0 0 0 18 0 0 0 0 0 0 0 0 1
1290084219 0 7 0 0 0 18 0 0 0 0 0 0 0 0 1
1290085610 0 8 0 0 0 18 0 0 0 0 0 0 0 0 1
1325491128 0 9 0 0 0 18 0 0 0 0 0 0 0 0 1
1327332114 0 9 0 0 0 18 0 0 1 0 0 0 0 0 1
1327493525 0 9 0 0 0 18 0 0 2 0 0 0 0 0 1
1327509190 0 9 0 0 0 18 0 0 3 0 0 0 0 0 1
1327513392 0 9 0 0 0 18 0 0 4 0 0 0 0 0 1
1328624254 0 10 0 0 0 18 0 0 4 0 0 0 0 0 1
1328627286 0 11 0 0 0 18 0 0 4 0 0 0 0 0 1
1328628724 0 12 0 0 0 18 0 0 4 0 0 0 0 0 1
1328865243 0 13 0 0 0 18 0 0 4 0 0 0 0 0 1
1328882062 0 14 0 0 0 18 0 0 4 0 0 0 0 0 1
1328893578 0 15 0 0 0 18 0 0 11 0 0 0 0 0 1
1328894857 0 16 0 0 0 18 0 0 11 0 0 0 0 0 1
1329476924 0 17 0 0 0 18 0 0 11 0 0 0 0 0 1
1329487325 0 18 0 0 0 18 0 0 11 0 0 0 0 0 1
