1214161401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1214162539 0 0 0 0 0 8698 0 0 0 0 0 0 0 0 0
1214323805 0 0 0 0 0 9176 0 0 0 0 0 0 0 0 0
1214323853 0 0 0 0 0 9909 0 0 0 0 0 0 0 0 0
1214323865 0 0 0 0 0 9944 0 0 0 0 0 0 0 0 0
1214323892 0 0 0 0 0 10025 0 0 0 0 0 0 0 0 0
1214323932 0 0 0 0 0 10417 0 0 0 0 0 0 0 0 0
1214323939 0 0 0 0 0 10419 0 0 0 0 0 0 0 0 0
1214324825 0 0 0 0 0 10421 0 0 0 0 0 0 0 0 0
1214727008 0 0 0 0 0 10433 0 0 0 0 0 0 0 0 0
1215804924 0 0 0 0 0 10454 0 0 0 0 0 0 0 0 0
1221551000 0 0 0 0 0 10456 0 0 0 0 0 0 0 0 0
1229873168 0 0 0 0 0 10736 0 0 0 0 0 0 0 0 0
1229886183 0 0 0 0 0 10738 0 0 0 0 0 0 0 0 0
1229886247 0 0 0 0 0 10739 0 0 0 0 0 0 0 0 0
1229888371 0 0 0 0 0 10741 0 0 0 0 0 0 0 0 0
1230900675 0 0 0 0 0 10812 0 0 0 0 0 0 0 0 0
1242977019 0 0 0 0 0 10820 0 0 0 0 0 0 0 0 0
1242977030 0 0 0 0 0 10823 0 0 0 0 0 0 0 0 0
1263517105 0 3 0 0 0 10823 0 0 0 0 0 0 0 0 0
1289836864 0 6 0 0 0 10823 0 0 0 0 0 0 0 0 0
1289837401 0 15 0 0 0 10823 0 0 0 0 0 0 0 0 0
1290083960 0 134 0 0 0 10823 0 0 0 0 0 0 0 0 0
1290084032 0 141 0 0 0 10823 0 0 0 0 0 0 0 0 0
1290084041 0 143 0 0 0 10823 0 0 0 0 0 0 0 0 0
1290084219 0 144 0 0 0 10823 0 0 0 0 0 0 0 0 0
1290085610 0 151 0 0 0 10823 0 0 0 0 0 0 0 0 0
1325491128 0 151 0 0 0 10823 0 0 0 0 0 0 0 0 0
1327332114 0 151 0 0 0 10823 0 0 0 0 0 0 0 0 0
1327493525 0 151 0 0 0 10823 0 0 85 0 0 0 0 0 0
1327509190 0 151 0 0 0 10823 0 0 187 0 0 0 0 0 0
1327513392 0 151 0 0 0 10823 0 0 187 0 0 0 0 0 0
1328624254 0 151 0 0 0 10823 0 0 187 0 0 0 0 0 0
1328627286 0 563 0 0 0 10823 0 0 187 0 0 0 0 0 0
1328628724 0 714 0 0 0 10823 0 0 187 0 0 0 0 0 0
1328865243 0 805 0 0 0 10823 0 0 187 0 0 0 0 0 0
1328882062 0 1452 0 0 0 10823 0 0 187 0 0 0 0 0 0
1328893578 0 1861 0 0 0 10823 0 0 460 0 0 0 0 0 0
1328894857 0 2017 0 0 0 10823 0 0 460 0 0 0 0 0 0
1329476924 0 4060 0 0 0 10823 0 0 460 0 0 0 0 0 0
1329487325 0 4213 0 0 0 10823 0 0 460 0 0 0 0 0 0
1329489284 0 4730 0 0 0 10823 0 0 460 0 0 0 0 0 0
1329489798 0 4796 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330440739 0 4800 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330444166 0 4829 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330685233 0 7633 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330688367 0 7636 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330688483 0 7691 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330688780 0 7829 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330695451 0 8363 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330699343 0 8383 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330699408 0 8405 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330700008 0 8454 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330700893 0 8484 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330702106 0 8595 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330702754 0 8769 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330703085 0 8774 0 0 0 10823 0 0 460 0 0 0 0 0 0
1330703336 0 11713 0 0 0 10823 0 0 460 0 0 0 0 0 0
