1424350572 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1424792471 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1424794049 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1424816370 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1425046146 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1427294615 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1427359430 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1430982762 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1430984851 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1431948223 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1432211715 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1432212219 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1432822634 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1432827210 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1432909741 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1433259538 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1433260040 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1433260123 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1433260228 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1435051030 18 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
1435238790 18 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
1435238839 18 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
1435308926 18 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
1435309119 18 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
1435551094 19 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
1435565583 20 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
1435566673 21 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
1435592630 22 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
1435593989 23 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
1435669712 23 1 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
1435670370 23 1 0 0 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0
